Farmer_Message,Advisor_Reply,Crop,Problem_Type,Language,Location,Season,Urgency_Level,Sentiment,Advisor_Type,Product_Recommended,Cost_Estimate,Follow_Up_Required,Message_Length,Intent_Tag,Timestamp
ıııııı ııııııııı ııııııııı ıııııı ııııııııııııııı ıııııııııııı ıııııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ıııııııııııı ııııııııı ııııııııııııııı ııııııııııııııııııııı ııııııııı ııııııııııııııııııııı ııııııııııııııı,Mango,Disease,Bengali,Goa,Summer,High,Hopeful,Govt_Expert,Drip Kit,1815,Yes,7,ask_advice,06/02/2025 19:40
ıııııııııııı ııııııııııııııı ıııııı ııııııııı ııııııııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııııııııı ııııııııııııııııııııııııııı,ııııııııı ııııııııı ıııııııııııııııııı ıııııııııııııııııııııııı,Brinjal,Water,Santhali,Uttarakhand,Rabi,High,Angry,AI,Neem Oil,908,Yes,8,ask_advice,13/04/2024 05:34
ıııııı ıııııı ıııııı ıııııııııııı ıııııııı,ıııııııı ıııı ıııııııııııııı ıııııııı,Sugarcane,Disease,Kashmiri,Manipur,Monsoon,Medium,Hopeful,Private,None,0,Yes,5,ask_advice,28/03/2025 12:16
ıııııııııııı ıııııııııııı ıııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııııııııııııııı ııııııııı ııııııııı,ııııııııııııııı ııııııııı ıııııı ııııııııııııııı ııııııııııııııı,Banana,Equipment,Bhojpuri,Tamil Nadu,Kharif,Low,Hopeful,Human,Drip Kit,4857,Yes,10,ask_advice,17/08/2024 23:21
ııııııııııııııı ıııııı ııııııııı ıııııııııııııııııııııııı ıııııııııııııııııı ıııııııııııı ıııııııııııı ıııııııııııı ııııııııı.,ııııııııııııııı ııııııııı ıııııı ıııııııııııııııııı ııııııııı.,Spices,Water,Marathi,Rajasthan,Rabi,Medium,Angry,Human,Irrigation Pump,702,Yes,9,ask_advice,02/12/2024 19:37
ıııııııııııııııııııııııı ııııııııı ııııııııııııııı ııııııııııııııııııııı ıııııııııııı ııııııııııııııııııııııııııııııııı.,ııııııııııııııı ııııııııııııııııııııııııııııııııı ııııııııı ıııııııııııııııııııııııııııııııııııı.,Banana,Market,Malayalam,Rajasthan,Monsoon,Medium,Hopeful,AI,Fertilizer,3967,Yes,22,ask_advice,02/12/2024 22:27
ııııııııııııııı ııııııııı ıııııı ıııııııııııı ıııııııııııı ııııııııııııııııııııı.,ııııııııııııııııııııııııııı ııııııııııııııııııııııııııııııııı.,Millets,Disease,Malayalam,Tamil Nadu,Monsoon,Low,Angry,AI,Pesticide,3365,Yes,15,ask_advice,31/01/2025 23:07
ııııııııı ıııııııııııı ııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııı ıııııııııııııııııııııııııııııııııııı.,ıııııııııııııııııııııııı ııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı ıııııııııııı ıııııııııııı.,Tea,Nutrient,Kannada,Arunachal Pradesh,Monsoon,Low,Frustrated,NGO,None,0,No,23,ask_advice,14/09/2024 06:13
ıııııı ıııııııııı ıııı ıııııııııı ıııı ıııııııııııııı ıııı ıııııııııı ıııııııı,ıııııııııııııııııı ıııııııııııııı ıııııııı,Tomato,Market,Kashmiri,Rajasthan,Summer,Low,Frustrated,Govt_Expert,Fungicide,2867,Yes,9,ask_advice,16/02/2024 00:03
ııııııııııııııı ııııııııı ıııııııııııııııııııııııı ıııııııııııı ıııııııııııııııııııııııııııııı.,ıııııııııııııııııııııııııııııı ıııııııııııııııııı ıııııııııııııııııı.,Cotton,Pest,Telugu,Tripura,Zaid,Medium,Frustrated,Human,Pesticide,1262,Yes,17,ask_advice,11/11/2024 18:01
ııııııııı ıııııı ııııııııı ıııııııııııı ıııııı ııııııııı ıııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ıııııııııııııııııı ıııııı ııııııııııııııı ııııııııııııııı,Rice,Water,Hindi,Nagaland,Kharif,High,Worried,Human,Fertilizer,3372,No,11,ask_advice,27/10/2024 19:39
ıııııııııııııııııı ııııııııı ııııııııı ııııııııııııııı ıııııı ııııııııı ııııııııı,ııııııııııııııııııııııııııı ıııııı ııııııııııııııı ıııııııııııı,Apple,Pest,Rajasthani,Manipur,Zaid,High,Worried,NGO,Fungicide,4200,No,7,ask_advice,07/03/2024 00:53
ıııııı ııııııııı ııııııııııııııııııııı ııııııııııııııı ıııııııııııı ıııııııııııııııııııııııııııııı.,ıııııııııııııııııı ıııııııııııııııııııııııı ıııııııııııı ıııııııııııııııııı ıııııııııııııııııı.,Tea,Equipment,Telugu,Himachal Pradesh,Winter,Medium,Angry,Govt_Expert,Drip Kit,3155,Yes,18,ask_advice,07/06/2024 17:17
ııııııııııııııı ıııııııııııı ııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııı ıııııııııııııııııııııııııııııııııııı.,ıııııııııııııııııııııııı ııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııııııııııııııı ıııııııııııı.,Cotton,Nutrient,Kannada,Bihar,Summer,Medium,Frustrated,AI,Fungicide,4936,No,24,ask_advice,04/02/2024 07:49
ıııııııııııı ııııııııııııııııııııı ıııııııııııı ııııııııııııııııııııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııııııııııııııı ıııııııııııııııııı.,ııııııııııııııııııııııııııııııııı ıııııııııııııııııııııııııııııııııııııııııı.,Sugarcane,Nutrient,Tamil,Kerala,Rabi,Medium,Angry,Private,None,0,No,28,ask_advice,06/09/2024 12:59
ıııııııııııı ıııııııııııı ıııııı ııııııııııııııı ııııııııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııııııııı ııııııııııııııııııııııııııı,ııııııııı ııııııııııııııı ııııııııı ıııııııııııııııııııııııı ıııııııııııııııııııııııı,Banana,Equipment,Santhali,Karnataka,Monsoon,Low,Neutral,Human,Drip Kit,1164,No,8,ask_advice,18/11/2024 07:00
ıııııııııııı ııııııııııııııı ııııııııı ıııııııııııı ıııııııııııııııııı ıııııı ııııııııı ıııııı ıııııı ıııııııııııı,ııııııııı ııııııııı ıııııı ııııııııııııııııııııı ııııııııııııııı,Brinjal,Nutrient,Hindi,Jharkhand,Kharif,Low,Worried,NGO,Neem Oil,3539,No,10,ask_advice,06/01/2025 14:22
ıııııııııııı ııııııııı ıııııı ıııııııııııı ıııııı ııııııııı ıııııı ıııııııııııııııııı ııııııııı ııııııııı,ıııııııııııı ıııııı ıııııııııııı ıııııııııııı ııı ııııııııııııııııııııııııııı ıııııııııııııııııı,Potato,Water,Bhojpuri,Goa,Rabi,Low,Frustrated,NGO,Fungicide,1971,No,10,ask_advice,31/01/2025 12:08
ıııııı ıııııııııııı ıııııııııııııııııı ıııııııııııııııııı ıııııı ıııııııııııııııııı ıııııııııııı ııııııııııııııı,ııııııııı ııııııııı ıııııııııııııııııııııııııııııı,Sugarcane,Market,Manipuri,Madhya Pradesh,Rabi,Low,Neutral,Govt_Expert,Neem Oil,3158,No,8,ask_advice,27/07/2024 20:58
ıııııııııııııııııı ııııııııııııııı ııııııııııııııı ıııııııııııı ıııııııııııı.,ıııııı ııııııııııııııı.,Spices,Pest,Marathi,Haryana,Kharif,High,Hopeful,Govt_Expert,Fertilizer,1474,Yes,5,ask_advice,08/07/2024 10:19
ıııııııııııı ıııııııııııı ııııııııııııııı ıııııııııııııııııı ııı ııııııııııııııııııııııııııı ııııııııııııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııı ııııııııııııııııııııı ııııııııııııııııııııı,Mango,Equipment,Tulu,Arunachal Pradesh,Kharif,Low,Worried,Private,Pesticide,2032,Yes,7,ask_advice,09/10/2024 05:12
ııııııııı ııııııııı ıııııı ıııııııııııııııııı ıııııııııııııııııı ııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ııııııııı ııııııııııııııııııııııııııı ııııııııııııııııııııı ııııııııııııııı,Potato,Weather,Manipuri,Arunachal Pradesh,Rabi,High,Worried,NGO,Fungicide,4574,Yes,6,ask_advice,05/08/2024 10:32
